provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
ASM Pacific,,P145,,Unknown,provision.csv,PVD tools (adv. pkg.),N111,3.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,ECP tools (adv. pkg.),N113,8.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,5.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Die attaching tools for IC,N131,10.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Die attaching tools for non-IC,N132,33.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Auto ball bonders for IC,N134,7.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Auto ball bonders for non-IC,N135,44.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Automatic wedge bonders,N136,27.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Wafer level stud bonders,N137,62.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Assembly inspection tools,N70,12.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Dicing tools,N71,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Bonding tools,N72,16.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Die attaching tools,N73,15.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Wire bonding tools,N74,21.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Other interconnect tools,N75,6.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Packaging tools,N76,3.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Integrated assembly tools,N77,97.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
ASM Pacific,,P145,,Unknown,provision.csv,Handlers and probers,N83,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
ASML,,P88,,Unknown,provision.csv,KrF (DUV) lithography tools,N105,79.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,i-line lithography tools,N106,35.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,Overlay metrology tools,N114,45.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,E-beam metrology tools,N115,37.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,Lithography tools,N19,78.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,EUV lithography tools,N20,100.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,ArF dry (DUV) lithography tools,N21,94.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,ArF immersion (DUV) lithography tools,N22,98.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASML,,P88,,Unknown,provision.csv,Process control tools,N60,5.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
ASTI,,P146,,Unknown,provision.csv,Assembly inspection tools,N70,8.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
AUT,,P80,,Unknown,provision.csv,Wafer bonding and aligning tools,N10,55.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Imprint lithography,N107,87.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Mask aligners,N123,4.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Lithography tools,N19,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Mask exposure systems - e-beam,N29,46.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Wet etching and cleaning tools,N49,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AUT,,P80,,Unknown,provision.csv,Etch and clean tools,N55,0.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
AccoTEST,,P182,,Unknown,provision.csv,Test tools,N120,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
AccoTEST,,P182,,Unknown,provision.csv,Linear and discrete testing tools,N82,36.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Accretech,,P60,,Unknown,provision.csv,Dicing tools,N71,8.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Accretech,,P60,,Unknown,provision.csv,Handlers and probers,N83,19.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Accretech,,P60,,Unknown,provision.csv,Crystal machining tools,N9,25.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Advantest,,P175,,Unknown,provision.csv,Test tools,N120,55.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Advantest,,P175,,Unknown,provision.csv,Memory test tools,N79,62.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Advantest,,P175,,Unknown,provision.csv,SoC test tools,N80,58.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Advantest,,P175,,Unknown,provision.csv,Burn-in test tools,N81,14.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Advantest,,P175,,Unknown,provision.csv,Handlers and probers,N83,2.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Aehr Test Systems,,P314,,Unknown,provision.csv,Burn-in test tools,N81,7.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Aemulus,,P315,,Unknown,provision.csv,Linear and discrete testing tools,N82,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Aixtron,,P405,,Unknown,provision.csv,Other deposition tools (non-IC),N138,21.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Aixtron,,P405,,Unknown,provision.csv,Deposition tools,N36,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
All Ring Tech,,P355,,Unknown,provision.csv,Assembly inspection tools,N70,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Dry etching tools (adv. pkg.),N101,14.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Dry etch tools,N103,18.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Plasma modification tools,N104,86.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,28.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,55.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,PVD tools (adv. pkg.),N111,70.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,ECP tools (adv. pkg.),N113,19.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,E-beam metrology tools,N115,49.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Defect review stations,N116,71.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,CMP tools (adv. pkg.),N124,80.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Lithography tools (adv. pkg.),N127,17.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,47.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,9.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Direct write systems (adv. pkg.),N130,100.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Ion implanters,N17,67.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Mask exposure systems - laser beam,N30,61.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Deposition tools,N36,44.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Plasma CVD tools,N38,57.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Low-pressure CVD tools,N39,18.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,High-temperature CVD tools,N40,73.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Atomic layer deposition tools,N41,4.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Physical vapor deposition tools,N42,85.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Rapid thermal processing tools,N43,74.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Chemical vapor deposition tools,N47,52.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Dry etching and cleaning tools,N48,18.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Conductor etching tools,N50,32.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Etch and clean tools,N55,13.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Process control tools,N60,10.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Photomask inspection and repair tools,N62,1.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Critical dimensions metrology tools,N66,30.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,Defect inspection tools,N67,5.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Applied Materials,,P81,,Unknown,provision.csv,CMP tools,N86,60.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Axcelis,,P84,,Unknown,provision.csv,Ion implanters,N17,22.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
BLR,,P134,,Unknown,provision.csv,Die attaching tools for IC,N131,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Manual wire bonders,N133,6.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Automatic wedge bonders,N136,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Process control tools,N60,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
BLR,,P134,,Unknown,provision.csv,Photomask inspection and repair tools,N62,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
BLR,,P134,,Unknown,provision.csv,Dicing tools,N71,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Bonding tools,N72,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Die attaching tools,N73,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLR,,P134,,Unknown,provision.csv,Wire bonding tools,N74,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
BLUE Engineering,,P356,,Unknown,provision.csv,Burn-in test tools,N81,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Besi,,P156,,Unknown,provision.csv,Die attaching tools for IC,N131,30.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
